,Dizi Linki,Dizi Adı,Tür,Uyarlama,Senarist,Yönetmen,Başrol,Besteci,Sezon sayısı,Bölüm sayısı,Yapımcı,Mekân,Görüntü yönetmeni,Gösterim süresi,Yapım şirketi,Kanal,Platform,Ses formatı,Yayın tarihi,Tarih,Youtube,Facebook,Twitter,Instagram,Durumu
925,?,Adı: Zehra,Dram,Uyarlama Değil,"Murat Emir Eren,Rana Mamatlıoğlu",Taner Akvardar,"Alican Yücesoy,Zeynep Çamcı,Hatice Aslan,İnanç Konukçu,Seda Güven",?,1.0,14,Mehmet Yiğit Alp,İstanbul,?,120.0,NTC Medya,FOX,?,?,24 Şubat 2018,2018.0,0,0,0,0,Sona erdi
926,https://tr.wikipedia.org//wiki/A%C4%9Flama_Anne,Ağlama Anne,Dram,Uyarlama Değil,"Serdar Oğuz,",Feride Kaytan,"Birce Akalay,Cansel Elçin,Özlem Yılmaz",Jingle Tv,1.0,13,"İnci Gündoğdu,İsmail Gündoğdu",İstanbul,Necmettin Akdeniz,120.0,Süreç Film,atv,?,Stereo,7 Ekim 2018 - 30 Aralık 2018,2018.0,0,0,0,0,Sona erdi
927,https://tr.wikipedia.org//wiki/Avlu_(dizi),Avlu,"Dram,Polisiye",Wentworth,Ahmet Yurdakul,"Yüksel Aksu,Hülya Gezer,Şafak Bal,","Demet Evgar,Ceren Moray,Nursel Köse",?,2.0,44,Hayri Aslan,İstanbul,Veysel Tekşahin,120.0,Limon Film,Star TV,?,Stereo,29 Mart 2018 - 30 Mayıs 2019,2018.0,0,0,1,0,Yayından kaldırıldı
928,?,Babamın Günahları,Dram,Uyarlama Değil,"Ahmet Saatçioğlu,Berfu Ergenekon,Ayşe Bengi,Murat Uyurkulak",Abdullah Oğuz,"Melisa Sözen,Kadir Doğulu,Mustafa Uğurlu,İsmail Demirci,Gökçen Bilge Çiftçi",?,1.0,4,"Mahmut Kayımtu,Selen Sevigen,Abdullah Oğuz",İstanbul,?,120.0,Evrensel Filimcilik,Star TV,?,?,10 Ocak 2018,2018.0,0,1,0,1,Sona erdi
929,https://tr.wikipedia.org//wiki/Elimi_B%C4%B1rakma,Elimi Bırakma,"Dram,Aşk",Uyarlama Değil,"Nilüfer Özçelik,Volkan Yazıcı,Serap Özgür","Sadullah Celen,Adnan Güler","Alina Boz,Alp Navruz,Dolunay Soysert,Seray Gözler,Nihat Altınkaya,Ebru Aykaç",?,2.0,59,Süreyya Yaşar Önal,İstanbul,?,150.0,ÜS Yapım,TRT 1,?,Stereo,22 Temmuz 2018 - 24 Aralık 2019,2018.0,1,1,1,1,Sona erdi
930,https://tr.wikipedia.org//wiki/Beni_B%C4%B1rakma_(dizi),Beni Bırakma,"Dram,Romantik",Uyarlama Değil,"Nebahat Küçükazay,Melike Yılman,Necati Küçükazay,Redife Zerener,Uğur Kandemir Arpacı,Zeynep Kaya,Tolga Küçük,Erdal Bektaş","Gürsel Ateş,Canan Evcimen,Ayşe I. Tügen,Nujin Yıldız,Dilşen K. Kavuzlu,Ayşegül Işıkay","Gökberk Yıldırım,Eda Nur Gülbudak,Cenay Turksever,Hazal Eylül Çelik","Volkan Akmehmet,İnanç Şanver,Magıcpost",4.0,630,Nilgün Sağyaşar,Ankara,"Serkan Erzin,Özgür Cihan Yavuz,Onur Mermer,Erdal Dağdeviren",60.0,Focus Film,atv,?,Stereo,8 Ocak 2018 - 18 Haziran 2021,2018.0,0,0,0,0,Sona erdi
931,https://tr.wikipedia.org//wiki/Bir_Deli_R%C3%BCzgar,Bir Deli Rüzgar,Dram,Uyarlama Değil,Volkan Gürses,Altan Dönmez,"Pınar Deniz,Berk Cankat,Hatice Aslan,Almila Ada","Murat Başaran,Engin Arslan,Sunay Özgür",1.0,6,Erol Avcı,İstanbul,Bülent Özer,130.0,TMC Film,FOX,?,Stereo,15 Eylül 2018 - 20 Ekim 2018,2018.0,0,0,0,0,Sona erdi
932,https://tr.wikipedia.org//wiki/Bir_Litre_G%C3%B6zya%C5%9F%C4%B1,Bir Litre Gözyaşı,"Dram,Romantik",Uyarlama Değil,"Gül Meriç Özen,Sertaç Ergin,Neşe Şen,Peri Oruç",Serhan Şahin,"Sanem Çelik,Miray Daner,Ogeday Girişken,Tolga Tekin,Mert Yazıcıoğlu",Jingle TV,1.0,15,"Faruk Bayhan,Fatih Aksoy",İstanbul,Semih Kurt,140.0,"Medyapım,MF Yapım","Kanal D,teve2",?,Stereo,"7 Ekim 2018,(,2018-10-07,),- 3 Şubat 2019",2018.0,0,0,0,0,Sona erdi
933,https://tr.wikipedia.org//wiki/Bartu_Ben,Bartu Ben,Komedi,Uyarlama Değil,?,?,Bartu Küçükçağlayan,?,1.0,10,?,İstanbul,?,120.0,BKM,Diğer,BluTV,?,18 Ekim 2018 - 29 Kasım 2018,2018.0,0,0,0,0,Sona erdi
934,https://tr.wikipedia.org//wiki/Bir_Umut_Yeter,Bir Umut Yeter,Dram,Uyarlama Değil,"Umut Açıkalın,Özlem Çadırcı,Seçil Özdemir,Melis Civelek",Yusuf Pirhasan,"Tolgahan Sayışman,Esra Bilgiç,Hazal Subaşı",Jingle TV,1.0,6,Fatih Aksoy,Muğla,?,120.0,MF Yapım,Kanal D,?,Stereo,27 Eylül 2018 - 12 Kasım 2018,2018.0,0,0,0,0,Sona erdi
935,https://tr.wikipedia.org//wiki/Bir_Zamanlar_%C3%87ukurova,Bir Zamanlar Çukurova,"Dram,Romantik,Aksiyon,Tarihî",Uyarlama Değil,"Yıldız Tunç,Atilla Özel,Ayça Üzüm,Selena Çağlayan","Faruk Teber,Murat Saraçoğlu,Evren Karabıyık Günaydın,","Hilal Altınbilek,Vahide Perçin,Uğur Güneş,Murat Ünalmış,İbrahim Çelikkol,Kerem Alışık,Melike İpek Yalova,Furkan Palalı,Esra Dermancıoğlu,İlayda Çevik,Nazan Kesal,Hande Soral,Hülya Darcan,Serpil Tamur",Aytekin Ataş,4.0,141,"Timur Savcı,Burak Sağyaşar,Burak Topuzlu,Turan Bayat",Adana,Sedat Yücel,150.0,Tims&B Productions,atv,?,Stereo,13 Eylül 2018 - 16 Haziran 2022,2018.0,1,0,1,1,Sona erdi
936,https://tr.wikipedia.org//wiki/Bozk%C4%B1r_(dizi),Bozkır,"Polisiye,Dram",Uyarlama Değil,"Levent Cantek,Ali Demirel,Barış Erdoğan,",",Bahadır İnce,Levent Cantek,Şahin Altuğ",",Yiğit Özşener,Ekin Koç,Yiğit Özşener,Furkan Andıç",?,2.0,18,Fatih Enes Ömeroğlu,Eskişehir,?,58.0,ARC Film,Diğer,BluTV,?,30 Kasım 2018 - günümüz,2018.0,0,0,0,0,Sezon arası
937,https://tr.wikipedia.org//wiki/B%C3%B6r%C3%BC,Börü,"Polisiye,Dram,Aksiyon",Uyarlama Değil,"Alper Çağlar,Cem Özüduru,Emre Sirel,Can Emre","Can Emre,Cem Özüduru","Serkan Çayoğlu,Mesut Akusta,Ahu Türkpençe,Murat Arkın,Emir Benderlioğlu,Melis Hacic,Fırat Doğruloğlu,Ahmet Pınar,Can Nergis,Armağan Oğuz,Bedii Akın,Ozan Ağaç,Gürol Tonbul",?,1.0,6,"Alper Çağlar,Doruk Acar","Konya,Diyarbakır",Ender Ercan,60.0,"CaglarArts,Insignia",Star TV,?,Stereo,28 Şubat 2018 - 11 Nisan 2018,2018.0,0,0,0,0,Sona erdi
938,https://tr.wikipedia.org//wiki/Can_K%C4%B1r%C4%B1klar%C4%B1_(dizi),Can Kırıkları,"Aksiyon,Dram",Uyarlama Değil,"Gül Gürsoy,Gülsev Karagöz,Zafer Özer Çetinel",Serkan Birinci,"Hande Doğandemir,Funda Eryiğit,Seçkin Özdemir,Alican Yücesoy,Özgür Çevik",Alp Yenier,1.0,4,Mehmet Yiğit Alp,İstanbul,Barış Milan,120.0,?,atv,?,Stereo,8 Ekim 2018 - 29 Ekim 2018,2018.0,0,0,0,0,Sona erdi
939,https://tr.wikipedia.org//wiki/%C3%87arp%C4%B1%C5%9Fma_(dizi),Çarpışma,"Aksiyon,Dram,Polisiye",Uyarlama Değil,Ali Aydın,"Uluç Bayraktar,Ahmet Katıksız,Ufuk Hakan Eren","Kıvanç Tatlıtuğ,Elçin Sangu,Onur Saylak,Melisa Aslı Pamuk,Alperen Duymaz",Toygar Işıklı,1.0,24,"Kerem Çatay,Pelin Diştaş",İstanbul,Ercan Özkan,140.0,Ay Yapım,Show TV,?,Stereo,22 Kasım 2018 - 30 Mayıs 2019,2018.0,1,0,1,1,Sona erdi
940,https://tr.wikipedia.org//wiki/Dar%C4%B1s%C4%B1_Ba%C5%9F%C4%B1m%C4%B1za,Darısı Başımıza,"Dram,Aile,Komedi",Uyarlama Değil,"Deniz Dargı,Okşan Tavaşlıoğlu,Kübra Sülün,Naz Yiğit,Banu Zengin","Barış Yöş,Zeliha Orman","Ozan Dolunay,Elif Doğan",?,1.0,5,Faruk Turgut,İzmir,"Taylan Sancaktar,Volkan Ak",120.0,Gold Film,Show TV,?,Stereo,4 Temmuz 2018 - 1 Ağustos 2018,2018.0,0,0,0,0,Sona erdi
941,https://tr.wikipedia.org//wiki/Dip,Dip,"Aksiyon,Polisiye",Uyarlama Değil,Başar Başaran,Uygar Kutlu,"İlker Kaleli,Neslihan Atagül,Bülent Emin Yarar,Berrak Tüzünataç,Lale Mansur,Defne Kayalar,Olgun Toker,Gün Koper,Gözde Türkpençe,Can Gox",?,1.0,8,Erol Avcı,İstanbul,?,60.0,TMC Film,Diğer,puhutv,?,"30 Mart 2018,(,2018-03-30,),-,25 Mayıs 2018,(,2018-05-25,)",2018.0,0,0,0,0,Sona erdi
942,https://tr.wikipedia.org//wiki/Bir_Mucize_Olsun,Bir Mucize Olsun,"Dram,Aşk",Uyarlama Değil,"Can Sinan,Ali Ercivan,Ekin Dere Şekerciler",Hamdi Alkan,"Furkan Palalı,Su Kutlu",Sound,1.0,3,"Yaşar İrvül,Efe İrvül",İstanbul,Özgür Polat,120.0,Pastel Film,FOX,?,Stereo,6 Nisan 2018 - 20 Nisan 2018,2018.0,0,0,0,0,Sona erdi
943,https://tr.wikipedia.org//wiki/Dudullu_Postas%C4%B1,Dudullu Postası,Komedi,Uyarlama Değil,"Funda Alp,Yiğit Sertdemir","Onur Ünlü,Erkan Tunç","Güven Kıraç,Hazar Ergüçlü,Taner Ölmez,Erkan Can,Bülent Şakrak",?,1.0,13,?,İstanbul,?,100.0,Limon Film,Kanal D,BluTV,?,26 Ocak 2018 - 20 Nisan 2018,2018.0,0,0,0,0,Sona erdi
944,https://tr.wikipedia.org//wiki/Dengi_Dengine,Dengi Dengine,"Komedi,Aile",Uyarlama Değil,Optik Düşler Senaryo Grubu,"Osman Nail Doğan,Murad Zaloğlu","Su Kutlu,Bora Akkaş,Baran Can Eraslan,Murat Kekilli,Şinasi Yurtsever,Altan Erkekli,Benian Dönmez,Jale Aylanç",Ali Saran,1.0,5,"Ogün Şanlıer,İbrahim Elma",İstanbul,Serdar Özdemir,100.0,İstanbul Medya Akademisi,TRT 1,?,Stereo,3 Haziran 2019 - 7 Haziran 2019,2019.0,0,0,0,0,Sona erdi
945,https://tr.wikipedia.org//wiki/Do%C4%9Fdu%C4%9Fun_Ev_Kaderindir,Doğduğun Ev Kaderindir,Dram,"Camdaki Kız,Gülseren Budayıcıoğlu","Eylem Canpolat,Ayşenur Sıkı,Defne Gürsoy,Doruk Erengül,Seray Şahiner,Selcan Özgür,Berrin Tekdemir,Firuze Engin,",Çağrı Bayrak,"Demet Özdemir,İbrahim Çelikkol,Engin Öztürk",Fırat Yükselir,2.0,43,Onur Güvenatam,İstanbul,?,130.0,OGM Pictures,TV8,?,Stereo,25 Aralık 2019 - 12 Mayıs 2021,2019.0,0,0,1,0,Sona erdi
946,"https://tr.wikipedia.org//wiki/Hekimo%C4%9Flu_(dizi,_2019)",Hekimoğlu,"Dram,Komedi",House M.D.,"Banu Kiremitçi Bozkurt ,Neşe Şen ,Elif Benan Tüfekçi ,Esed Akçilad ,Murat Taşkent","Hülya Gezer,Semih Bağcı,Emre Aybek","Timuçin Esen,Okan Yalabık,Ebru Özkan,Kaan Yıldırım,Aytaç Şaşmaz,Damla Colbay",Tuna Hizmetli,2.0,51,"Ömer Özgüner,Ümmü Burhan,Kerem Çatay","İstanbul/Tuzla Okan Üniversitesi ve,Okan Üniversitesi Hastanesi",?,130.0,"Karga Seven Pictures,OJO Pictures",Kanal D,?,Stereo,17 Aralık 2019 - 25 Mayıs 2021,2019.0,0,0,1,0,Sona erdi
947,https://tr.wikipedia.org//wiki/G%C3%BCvercin_(dizi),Güvercin,Dram,Uyarlama Değil,Halil Özer,Altan Dönmez,"Mehmet Ali Nuroğlu,Almila Ada,Menderes Samancılar,Nursel Köse",?,1.0,16,Yaşar İrvül,Gaziantep,?,120.0,Pastel Film,Star TV,?,Stereo,24 Kasım 2019 - 28 Ekim 2020,2019.0,0,0,1,0,Sona erdi
948,https://tr.wikipedia.org//wiki/Halka_(dizi),Halka,"Aksiyon,Dram,Polisiye",Uyarlama Değil,"Aziz Tuna,Selim Bener,Ali Demirel,Meryem Diri","Volkan Kocatürk,Başak Soysal,Süleyman Mert Özdemir","Nazan Kesal,Serkan Çayoğlu,Kaan Yıldırım,Hande Erçel,Hazal Subaşı,Ahmet Mümtaz Taylan",Sertaç Özgümüş,1.0,19,"Yusuf Esenkal,Serdar Öğretici",İstanbul,"Metin Turguç,Ahmet Bayer,Erkan Sönmez",130.0,Es Film,TRT 1,?,Stereo,"15 Ocak 2019,(,2019-01-15,),-,28 Mayıs 2019,(,2019-05-28,)",2019.0,1,0,1,1,Yayından kaldırıldı
949,https://tr.wikipedia.org//wiki/Ferhat_ile_%C5%9Eirin_(dizi),Ferhat ile Şirin,Dram,Uyarlama Değil,Savaş Korkmaz,Mehmet Ada Öztekin,"Cansu Dere,Tolga Sarıtaş,Leyla Tanlar",Tuna Hizmetli,1.0,6,Saner Ayar,İstanbul,?,120.0,O3 Medya,FOX,?,Stereo,22 Kasım 2019 - 27 Aralık 2019,2019.0,0,0,1,0,Yayından kaldırıldı
950,https://tr.wikipedia.org//wiki/%C3%87ok_G%C3%BCzel_Hareketler_2,Çok Güzel Hareketler 2,Komedi,Uyarlama Değil,BKM Mutfak Ekibi,"Özge Toprak Bahıt,Yılmaz Erdoğan,Çağdaş Helvacı,",BKM Mutfak Ekibi,?,6.0,159,Necati Akpınar,"İstanbul,,,BKM,(1-52, 61-),Köyceğiz,(53-60)",Mustafa Başural,120.0,BKM,"Kanal D,Star TV",?,Stereo,10 Şubat 2019 - günümüz,2019.0,1,0,1,1,Devam ediyor
951,https://tr.wikipedia.org//wiki/Afili_A%C5%9Fk,Afili Aşk,Komedi,Uyarlama Değil,"Barış Erdoğan,İlker Arslan,Okşan Tavaslıoğlu,Kübra Sülün,Meryem Demirli",Serdar Gözelekli,"Çağlar Ertuğrul,Burcu Özberk","Aslı Demirer,Safa Handem",1.0,38,Fatih Enes Ömeroğlu,İstanbul,Tahir Canlı,120.0,ARC Film,Kanal D,?,Stereo,12 Haziran 2019 - 19 Mart 2020,2019.0,0,0,0,0,Sona erdi
952,https://tr.wikipedia.org//wiki/Canevim,Canevim,"Dram,Aile",Uyarlama Değil,"Filiz Alpgezmen,Eylem Akın,Murat Can Tura",Adnan Güler,"Aras Aydın,Biran Damla Yılmaz,Özgür Çevik,Burcu Tuna,Ezgi Şenler,Nihan Büyükağaç,Rıza Akın,Bedia Ener","Engin Arslan,Mayki Murat Başaran,Sunay Özgür",1.0,17,Ata Türkoğlu,İstanbul,Sinan Onur,140.0,Koliba Film,atv,?,Stereo,27 Mayıs 2019 - 30 Eylül 2019,2019.0,1,0,1,1,Yayından kaldırıldı
953,https://tr.wikipedia.org//wiki/Bir_Aile_Hikayesi,Bir Aile Hikayesi,"Dram,Aile,Komedi",Uyarlama Değil,Deniz Madanoğlu,"Merve Girgin Aytekin,Murat Şenöy,Murat Öztürk,","Songül Öden,Birkan Sokullu,Celil Nalçakan,Olgun Toker,Elçin Afacan,İrem Sak",Cem Öget,2.0,18,Fatih Aksoy,"İstanbul,Kars",Hüseyin Tunç,130.0,"Medyapım,20th Century Fox Television",FOX,?,Stereo,9 Mart 2019 - 19 Ekim 2019,2019.0,1,0,1,1,Sona erdi
954,https://tr.wikipedia.org//wiki/Benim_Tatl%C4%B1_Yalan%C4%B1m,Benim Tatlı Yalanım,"Komedi,Dram",Uyarlama Değil,"Deniz Dargı,Murat Taşkent,Cenk Boğatur,Cem Görgeç",Barış Erçetin,"Furkan Palalı,Aslı Bekiroğlu,Lavinya Ünlüer","Cem Tuncer,Ercüment Orkut,Ercan Tanrıverdi",1.0,28,Onur Güvenatam,İstanbul,Atakan Küçükparlak,120.0,O3 Medya,Star TV,?,Stereo,13 Haziran 2019 - 28 Aralık 2019,2019.0,1,0,1,1,Sona erdi
955,https://tr.wikipedia.org//wiki/Benim_Ad%C4%B1m_Melek,Benim Adım Melek,Dram,Uyarlama Değil,"Nilüfer Özçelik,Berfu Ergenekon","Cem Akyoldaş,Celil Murat Sarı,Günay Günaydın","Nehir Erdoğan,Kutsi",Yıldıray Gürgen,2.0,66,Süreyya Yaşar Önal,"İstanbul,Gaziantep",?,120.0,Üs Yapım,TRT 1,?,Stereo,25 Eylül 2019 - 19 Mayıs 2021,2019.0,0,1,1,1,Sona erdi
956,"https://tr.wikipedia.org//wiki/Azize_(dizi,_2019)",Azize,Dram,Uyarlama Değil,"Başar Başaran,Emre Özdur,Erkan Birgören",Volkan Kocatürk,"Hande Erçel,Buğra Gülsoy",Batuhan Fırat,1.0,6,Ali Gündoğdu,İstanbul,?,130.0,Süreç Film,Kanal D,?,Stereo,19 Kasım 2019 - 28 Aralık 2019,2019.0,0,0,1,0,Yayından kaldırıldı
957,https://tr.wikipedia.org//wiki/Aynen_Aynen,Aynen Aynen,"Komedi,Aşk",Uyarlama Değil,Alper Erze,"Yunus Ozan Korkut,Osman Kaya","Nilperi Şahinkaya,Kerem Bürsin,Uraz Kaygılaroğlu,Ahmet Kayakesen,Hira Koyuncuoğlu",?,6.0,43,Games Medya,İstanbul,?,8.0,?,Diğer,"Youtube,BluTV",?,1 Ağustos 2019 - 16 Temmuz 2021,2019.0,1,0,0,0,Sona erdi
958,https://tr.wikipedia.org//wiki/Atiye_(dizi),Atiye,"Dram,Gerilim,Bilim Kurgu",Dünyanın Uyanışı,"Jason George,Nuran Evren Şit,Ayşin Akbulut,Cansu Çoban,Merih Aslan,Atasay Koç,Nergis Otluoğlu,Ali Ercivan,Pelin Karamehmetoğlu","Ozan Açıktan,Burcu Alptekin,Gönenç Uyanık,Gökhan Tiryaki,Ali Taner Baltacı","Beren Saat,Mehmet Günsür,Metin Akdülger,Melisa Şenolsun",?,3.0,24,Onur Güvenatam,"Göbeklitepe,Kapadokya,Nemrut Dağı,Mardin,İstanbul",?,30.0,OGM Pictures,Diğer,Netflix,?,"27 Aralık 2019,(,2019-12-27,),-,17 Haziran 2021,(,2021-06-17,)",2019.0,0,0,0,0,Sona erdi
959,https://tr.wikipedia.org//wiki/A%C5%9Fk_A%C4%9Flat%C4%B1r,Aşk Ağlatır,Dram,Love That Makes You Cry,"Yelda Eroğlu,Yeşim Çıtak",Gökçen Usta,"Deniz Can Aktaş,Hafsanur Sancaktutan,Yağız Can Konyalı,Eda Şölenci",?,1.0,16,Faruk Bayhan,İstanbul,?,120.0,MF Yapım,Show TV,?,Stereo,8 Eylül 2019 - 22 Aralık 2019,2019.0,0,0,0,1,Sona erdi
960,https://tr.wikipedia.org//wiki/Her_Yerde_Sen,Her Yerde Sen,Komedi,Uyarlama Değil,Meriç Acemi,Ender Mıhlar,"Furkan Andıç,Aybüke Pusat","Alpay Göltekin,Zeynep Alasya,Caner Özkan",1.0,23,Ömer Özgüner,İstanbul,Ümit Çakmaksoy,120.0,Karga Seven Pictures,FOX,?,Stereo,14 Haziran 2019 - 23 Kasım 2019,2019.0,1,0,1,1,Sona erdi
961,https://tr.wikipedia.org//wiki/%C3%87ocuk_(dizi),Çocuk,"Dram,Aile",Uyarlama Değil,"Nazlı Sunlu Kaçan,Hilal Yıldız",Serkan Birinci,"Nazan Kesal,İsmail Hacıoğlu,Serhat Teoman,Merve Çağıran,Ceyda Ateş Toplusoy,Kenan Acar,Mehmet Emin Güney",?,1.0,18,"İrfan Şahin,Cengiz Deveci","İstanbul,,,Bakırköy",Barış Milan,120.0,1441 Productions,Star TV,?,Stereo,9 Eylül 2019 - 28 Ocak 2020,2019.0,0,0,1,0,Sona erdi
962,https://tr.wikipedia.org//wiki/Hercai,Hercai,"Dram,Aşk",Sümeyye Koç,"Eda Tezcan,Feraye Şahin,Berşan Tan,Pelin Gülcan,Sema Ali Erol","Cem Karcı,Benal Tairi,Barış Yöş,Ali İlhan,","Akın Akınözü,Ebru Şahin","Ender Gündüzlü,Metin Arıgül",3.0,69,Banu Akdeniz,"Mardin,İstanbul",Ali Aslan,150.0,Mia Yapım,atv,?,Stereo,15 Mart 2019 - 25 Nisan 2021,2019.0,0,0,1,1,Sona erdi
963,https://tr.wikipedia.org//wiki/Sefirin_K%C4%B1z%C4%B1,Sefirin Kızı,Dram,Uyarlama Değil,"Ayşe Ferda Eryılmaz,Nehir Erdem,Eylem Canpolat,Ozan Aksungur,",Emre Kabakuşak,"Engin Akyürek,Neslihan Atagül,Tuba Büyüküstün","Gökhan Kırdar,Alp Yenier",2.0,52,Saner Ayar,Muğla,?,120.0,"O3 Medya,NGM",Star TV,?,Stereo,16 Aralık 2019 - 11 Mayıs 2021,2019.0,0,0,1,0,Sona erdi
964,https://tr.wikipedia.org//wiki/%C4%B0ncir_A%C4%9Fac%C4%B1,İncir Ağacı,Dram,Uyarlama Değil,Ayla Hacıoğulları,"Nuh Şen,Hamit Coşkun","Özlem Güveli,Arif Nazım",?,1.0,140,"Mesut Uçakan,Hüseyin Türkyıldırır",İstanbul,?,120.0,Sonsuzkare Yapım,TRT 1,?,Stereo,14 Ekim 2019 - 1 Mayıs 2020,2019.0,0,0,0,0,Sona erdi
965,https://tr.wikipedia.org//wiki/Zengin_ve_Yoksul,Zengin ve Yoksul,"Dram,Aşk",Uyarlama Değil,"Yelda Eroğlu,Hatice Meryem,Mert Meriçli,Birol Elginöz",Deniz Yorulmazer,"Binnur Kaya,Gökhan Alkan,Osman Sonant,Evrim Solmaz,Damla Colbay,Gülcan Arslan",Alp Yenier,1.0,8,Mehmet Yiğit Alp,"İstanbul,Üsküdar",Barış Bayram,120.0,?,atv,?,Stereo,7 Nisan 2019 - 26 Mayıs 2019,2019.0,0,0,0,0,Sona erdi
966,https://tr.wikipedia.org//wiki/Zalim_%C4%B0stanbul,Zalim İstanbul,Dram,Uyarlama Değil,"Aysun Erdoğan,Seda Çakır Avunduk,Tunus Tașçı,Özlem Tasağal Yakıçı,Baykut Badem,","Cevdet Mercan,Gökçen Usta,Şenol Sönmez,","Fikret Kuşkan,Deniz Uğur,Mine Tugay,Mehmet Ozan Dolunay,Sera Kutlubey,Berker Güven,Simay Barlas,İdris Nebi Taşkan,Bahar Şahin",Alp Yenier,2.0,39,Şükrü Avşar,"İstanbul,Hatay",Volkan Aslan,120.0,Avşar Film,Kanal D,?,Stereo,1 Nisan 2019 - 22 Haziran 2020,2019.0,1,0,1,1,Sona erdi
967,https://tr.wikipedia.org//wiki/Y%C3%BCzle%C5%9Fme,Yüzleşme,"Dram,Polisiye",Uyarlama Değil,"Altuğ Küçük,İsa Yıldız,Pelin Karamehmetoğlu,Beril Köse","Ömer Faruk Sorak,Burak Arlıel","Hande Doğandemir,Uğur Yücel,Engin Öztürk,Yiğit Kirazcı",?,1.0,4,Bülent Turgut,Antalya,Oktay Başpınar,120.0,?,Kanal D,?,Stereo,5 Mart 2019 - 26 Mart 2019,2019.0,0,0,0,0,Sona erdi
968,https://tr.wikipedia.org//wiki/Yemin_(dizi),Yemin,Romantik,Uyarlama Değil,Nazmiye Yılmaz,"Hakan Arslan,Reyhan Pekar","Gökberk Demirci,Setenay Süer,Can Verel,Yağmur Şahbazova,Özge Yağız,Cansu Tuman",?,4.0,503,?,İstanbul,?,60.0,Karamel Yapım,Kanal 7,?,Stereo,18 Şubat 2019 - 9 Ekim 2022,2019.0,0,0,0,0,Sona erdi
969,https://tr.wikipedia.org//wiki/Yaral%C4%B1_Ku%C5%9Flar,Yaralı Kuşlar,Dram,Uyarlama Değil,"Elif Yılmaz,Gökçen Eroğlu,Emre Fulya Tanrıkulu,Meryem Temiz,Bedirhan Toprak,Münevver Yıldız,Aslı Aksu,Yasemin İnal Avcı,Sinem Şengünlü","Yasemin Erkul,Ece Tahtalıoğlu Pertez","Gizem Arıkan,Emre Mete Sönmez,Ali Yasin Özegemen,Ayşen İnci,Özgür Özberk,Elif Erol,Melis Cemre Çınar",Murat Evgin,1.0,165,İnal Gülen Oarr,İstanbul,"Faruk Harmankaya,Mustafa Karakuş",55.0,Stellar Yapım,Kanal D,?,Stereo,1 Nisan 2019 - 29 Kasım 2019,2019.0,1,0,0,1,Sona erdi
970,https://tr.wikipedia.org//wiki/Vuslat_(dizi),Vuslat,"Dram,Aksiyon",Uyarlama Değil,Betül Yağsağan,"Murat Onbul,Barış Yöş,","Kadir Doğulu,Devrim Özkan,Mehmet Özgür,Ümit Kantarcılar",Fırat Yükselir,2.0,44,"Uğur Veli,Raif İnan",İstanbul,Özgür Erol,130.0,A23 Medya,TRT 1,?,Stereo,7 Ocak 2019 - 9 Mart 2020,2019.0,1,0,1,1,Sona erdi
971,https://tr.wikipedia.org//wiki/Vurgun_(dizi),Vurgun,"Dram,Aile",Uyarlama Değil,"Başar Başaran,Emre Özdür","Altan Dönmez,Orkun Çatak,Hilal Saral","Erkan Petekkaya,Deniz Çakır,Emre Kınay,Begüm Birgören,Cemal Toktaş,Aliye Uzunatağan,Altan Erkekli,İnanç Konukçu","Alpay Göltekin,Zeynep Alasya,Caner Özkan,Güldiyar Tanrıdağlı",1.0,6,Faruk Turgut,İstanbul,"Münür Gürsoy,Tolga Çetin",130.0,Gold Film,FOX,?,Stereo,"6 Şubat 2019,(,2019-02-06,),-,13 Mart 2019,(,2019-03-13,)",2019.0,1,0,1,1,Sona erdi
972,https://tr.wikipedia.org//wiki/Tek_Y%C3%BCrek_(dizi),Tek Yürek,"Aile,Gençlik,Aksiyon",Uyarlama Değil,"Meriç Demiray,Elif Asılkefeli,Banu Tekcan","Mehmet Ada Öztekin,Nezaket Coşkun,","Tayanç Ayaydın,Vildan Atasever,Hilmi Cem İntepe,Anıl Tetik,Alpay Kemal Atalan,Eslem Akar,Tugay Bahşi,Arda Anarat,Atakan Yılmaz,Kaan Altay Köprülü","Tuna Velibaşoğlu,Deniz Bijen Rahimi,Alp Yenier",1.0,22,Ahmet Kayımtu,"Zeytinburnu,,,İstanbul",Burak Yazıcı,130.0,Degas Film,TRT 1,?,Stereo,7 Şubat 2019 - 25 Temmuz 2019,2019.0,0,0,0,0,Sona erdi
973,?,İçten Sesler Korosu,Komedi,Uyarlama Değil,?,"Onur Ünlü,Ozan Bilen,Umut Burçin Gülseçgin","Ahmet Rıfat Şungar,Özgür Emre Yıldırım,Taner Ölmez,Melis Sezen,Ferit Kaya",?,1.0,5,?,İstanbul,?,10.0,TN Yapım,Diğer,Youtube,?,18 Mart 2019,2019.0,1,0,0,0,Sona erdi
