,Tarih,Dizi Adı,Dizi Adı Uzunluğu,Dizi Adındaki Kelime Sayısı,Dizi Adında Bağlaç,Dizi Adında Yer İsmi,Dizi Adında Özel İsim,Aile,Aksiyon,Aşk,Bilim Kurgu,Dram,Gençlik,Gerilim,Komedi,Polisiye,Romantik,Tarihî,TRT 1,Kanal D,atv,Star TV,Show TV,FOX,Samanyolu TV,TV8,in_turkey,out_turkey,book_to_movie,act_count,paid_channel,Publication Day,summer_series,duration,Ödüllü,Senaristlerin Dizi Sayısı,Ödüllü Senarist Sayısı,Senaristlerin Aldığı Ödül Sayısı,Başrollerin Dizi Sayısı,Ödüllü Başrol Sayısı,Başrollerin Aldığı Ödül Sayısı,Yönetmenlerin Dizi Sayısı,Ödüllü Yönetmen Sayısı,Yönetmenlerin Aldığı Ödül Sayısı,Görüntü Yönetmenlerinin Dizi Sayısı,Yapım Şirketleri Dizi Sayısı,Besteci Dizi Sayısı,on_youtube,on_facebook,on_twitter,on_instagram,total_sm_accounts,state
530,2012.0,Eve Düşen Yıldırım,18,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,Friday,0,90.0,0,1.0,0,0.0,2.6,0,0.0,7.0,0,0.0,-1.0,8.0,-1.0,0,0,0,0,0,Kısmen Başarılı
531,2012.0,Evlerden Biri,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,Wednesday,0,90.0,0,3.5,0,0.0,2.5,0,0.0,4.0,0,0.0,-1.0,9.0,2.0,0,0,0,0,0,Başarısız
532,2012.0,Evvel Zaman Hikâyesi,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,Sunday,0,90.0,0,16.0,0,0.0,3.6,0,0.0,2.0,0,0.0,-1.0,2.0,-1.0,0,0,0,0,0,Başarısız
533,2012.0,Harem,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,Sunday,0,90.0,0,17.0,0,0.0,3.5384615384615383,0,0.0,3.0,0,0.0,-1.0,3.0,-1.0,0,0,0,0,0,Başarısız
534,2012.0,Esir Sultan,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,-1,Monday,-1,30.0,0,1.0,0,0.0,2.8,0,0.0,5.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,Başarısız
535,2012.0,Canımın İçi,11,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,Monday,0,30.0,0,6.0,0,0.0,2.0,1,1.0,9.0,0,0.0,-1.0,-1.0,-1.0,0,0,1,0,1,Başarısız
536,2012.0,Benim İçin Üzülme,17,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6,0,Tuesday,0,90.0,0,1.0,0,0.0,2.6666666666666665,1,0.1666666666666666,2.0,0,0.0,-1.0,2.0,-1.0,0,0,0,0,0,Kısmen Başarılı
537,2012.0,Böyle Bitmesin,14,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,Friday,0,80.0,0,1.0,0,0.0,2.333333333333333,0,0.0,3.0,0,0.0,4.0,2.0,-1.0,0,0,0,0,0,Kısmen Başarılı
538,2012.0,Bir Zamanlar Osmanlı,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7,0,Monday,0,80.0,0,1.5,0,0.0,3.7142857142857135,1,0.8571428571428571,1.0,0,0.0,-1.0,1.0,2.0,0,0,0,0,0,Kısmen Başarılı
539,2012.0,Aşkın Halleri,13,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,-1,Monday,-1,90.0,0,1.0,0,0.0,2.4,0,0.0,6.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,Başarısız
540,2012.0,Aşk Kaç Beden Giyer,19,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,-1,Monday,0,30.0,0,-1.0,0,0.0,1.0,1,0.25,1.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,Kısmen Başarılı
541,2012.0,Annem Uyurken,13,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,Thursday,-1,95.0,0,-1.0,0,0.0,2.2,0,0.0,3.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,Başarısız
542,2012.0,Ağır Roman Yeni Dünya,21,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,Thursday,0,90.0,0,4.0,0,0.0,3.0,1,0.5555555555555556,9.0,0,0.0,-1.0,11.0,-1.0,0,0,0,0,0,Başarısız
543,2012.0,Adını Feriha Koydum: Emir'in Yolu,33,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,Friday,0,42.0,0,2.0,0,0.0,2.7777777777777777,1,0.2222222222222222,3.0,0,0.0,3.0,9.0,1.0,0,0,0,0,0,Başarısız
544,2012.0,Acayip Hikayeler,16,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23,0,Friday,0,42.0,0,1.0,0,0.0,3.4782608695652173,3,1.0869565217391304,3.6666666666666665,0,0.0,-1.0,1.0,-1.0,0,0,0,0,0,Başarısız
545,2012.0,6 Mantı,7,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,Sunday,0,60.0,0,2.5,0,0.0,1.5,0,0.0,2.0,0,0.0,-1.0,1.0,4.0,0,1,0,0,1,Kısmen Başarılı
546,2012.0,Hayatımın Rolü,14,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,Monday,1,90.0,0,8.0,0,0.0,5.2,1,2.0,7.0,0,0.0,-1.0,15.0,-1.0,0,0,0,0,0,Başarısız
547,2012.0,Bulutların Ötesi,16,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,5,0,Friday,-1,90.0,0,6.0,0,0.0,3.4,0,0.0,8.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,Başarısız
548,2012.0,Huzur Sokağı,12,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,Friday,0,90.0,0,-1.0,0,0.0,3.333333333333333,0,0.0,7.0,0,0.0,-1.0,0.6666666666666666,-1.0,0,0,0,0,0,Kısmen Başarılı
549,2012.0,Babalar ve Evlatları,20,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,-1,Tuesday,0,105.0,0,1.0,0,0.0,3.0,0,0.0,6.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,Başarısız
550,2012.0,İki Dünya Arasında,18,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,Monday,1,105.0,0,2.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,6.0,1.0,0,0,0,0,0,Başarılı
551,2012.0,İbreti Ailem,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,Wednesday,1,110.0,0,1.0,0,0.0,4.333333333333333,0,0.0,9.0,0,0.0,-1.0,3.0,-1.0,0,0,0,0,0,Başarısız
552,2012.0,Zengin Kız Fakir Oğlan,22,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11,0,Thursday,0,110.0,0,6.4,0,0.0,2.636363636363636,0,0.0,1.0,0,0.0,-1.0,6.0,-1.0,0,0,0,0,0,Başarılı
553,2012.0,Yol Ayrımı,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,Friday,-1,120.0,0,1.0,0,0.0,5.4,0,0.0,4.0,0,0.0,-1.0,8.0,-1.0,0,0,0,0,0,Başarısız
554,2012.0,Yalan Dünya,11,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,Friday,0,120.0,1,1.0,1,1.0,4.25,2,0.875,2.0,0,0.0,3.0,14.0,-1.0,0,1,1,0,2,Başarılı
555,2012.0,Veda,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6,0,Thursday,0,90.0,0,1.0,0,0.0,1.8333333333333333,1,0.5,5.0,0,0.0,1.0,10.0,2.0,0,0,0,0,0,Başarısız
556,2012.0,Ustura Kemal,12,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,Tuesday,0,90.0,0,5.5,0,0.0,7.666666666666667,0,0.0,7.0,0,0.0,-1.0,16.0,-1.0,0,0,0,0,0,Başarısız
557,2012.0,Uçurum,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,Friday,-1,135.0,0,3.0,0,0.0,3.8,0,0.0,3.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,Kısmen Başarılı
558,2012.0,Şubat,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,Friday,0,100.0,0,7.0,0,0.0,4.6,0,0.0,7.0,0,0.0,1.0,-1.0,1.5,0,0,0,0,0,Başarısız
559,2012.0,Suskunlar,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,Thursday,0,90.0,0,1.0,0,0.0,2.1666666666666665,1,0.3333333333333333,2.6,1,0.4,-1.0,12.0,6.0,0,0,0,0,0,Kısmen Başarılı
560,2012.0,Sultan,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,Monday,0,90.0,0,1.0,0,0.0,3.2,0,0.0,2.5,0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,Başarısız
561,2012.0,Son Yaz Balkanlar 1912,22,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,Tuesday,0,90.0,0,1.0,0,0.0,3.2,0,0.0,-1.0,0,0.0,-1.0,5.0,-1.0,0,0,0,0,0,Başarısız
562,2012.0,Son,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,Monday,0,90.0,0,2.0,0,0.0,5.4,0,0.0,5.0,0,0.0,-1.0,12.0,8.0,0,0,0,0,0,Başarısız
563,2012.0,Türk'ün Uzayla İmtihanı,23,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,Wednesday,0,90.0,0,9.0,1,8.0,2.2,0,0.0,1.0,0,0.0,-1.0,17.0,-1.0,0,0,0,0,0,Başarısız
564,2012.0,Nizama Adanmış Ruhlar/Ekip 1,28,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,Tuesday,-1,90.0,0,-1.0,0,0.0,1.6,0,0.0,-1.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,Başarılı
565,2012.0,Merhaba Hayat,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,Tuesday,0,90.0,0,-1.0,0,0.0,7.5,0,0.0,1.0,0,0.0,-1.0,11.0,-1.0,0,0,0,0,0,Başarısız
566,2012.0,Küçük Hesaplar,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,-1,Friday,1,75.0,0,1.0,0,0.0,1.8,0,0.0,1.0,0,0.0,-1.0,6.0,-1.0,0,0,0,0,0,Başarısız
567,2012.0,Küçük Kıyamet,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,Thursday,0,75.0,0,-1.0,0,0.0,1.0,0,0.0,5.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0,Kısmen Başarılı
568,2012.0,Kurt Kanunu,11,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,Tuesday,0,75.0,0,1.6666666666666667,0,0.0,3.2,0,0.0,5.0,0,0.0,1.0,9.0,2.0,0,0,0,0,0,Başarısız
569,2012.0,Krem,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,Sunday,0,90.0,0,1.5,0,0.0,2.6,0,0.0,4.0,0,0.0,-1.0,3.0,-1.0,0,0,0,0,0,Başarısız
570,2012.0,Kötü Yol,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,Thursday,1,90.0,0,-1.0,0,0.0,4.333333333333333,0,0.0,2.0,0,0.0,-1.0,15.0,-1.0,0,0,0,0,0,Başarısız
571,2012.0,Koyu Kırmızı,12,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21,0,Saturday,0,75.0,0,2.857142857142857,0,0.0,2.4285714285714284,0,0.0,2.5,0,0.0,-1.0,9.0,-1.0,0,0,0,0,0,Başarısız
572,2012.0,Kayıp Şehir,11,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,Friday,0,120.0,0,1.25,0,0.0,2.111111111111111,1,0.1111111111111111,5.5,0,0.0,-1.0,15.0,1.0,0,0,0,0,0,Başarısız
